0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
-2.0900595,-0.8529479,-2.1865208,-1.9021469,-3.0133116,0.24884383,-0.56048137,1.8698853,0.9447125,-0.3024655,3.477165,0.039954677,-1.4328988,-1.0568603,0.19380146,-0.6195842,0.8578069,1.1709175,-2.911243,0.37892893,0.45216975,-0.74256825,-1.4631444,3.7525713,-0.82341754,-1.2332565,-3.1935585,-0.7386154,-3.391416,-0.04404974,2.180915,3.063741,-1.6163346,0.1949347,-1.9093604,-0.13196816,-0.97071064,-1.8357432,-0.6153084,1.6158057,-2.9459608,0.28139684,-5.463915,2.1690547,-0.4724828,1.192683,0.41830873,0.41913065,3.2441802,0.39776978
-2.6788821,-1.4654511,-1.799908,-2.8382547,-4.89419,-0.6861443,-1.9944357,2.5583086,0.93571305,0.9623373,2.0008912,2.8941963,-0.037020724,1.7782367,1.6602552,-2.4716508,1.9625089,-1.5294913,-3.12829,-1.4406048,-3.2293196,-2.1787157,0.8616016,4.2038493,3.5658016,-2.4313428,2.639602,-0.5033618,-3.9044387,1.7599499,6.2821317,2.406304,1.2776275,4.4624233,-0.67167765,-1.2599363,-2.5012102,2.4390333,-0.46781978,3.1769423,-5.593812,2.1782222,-4.339194,-1.493861,-2.1758149,2.1981215,0.4754792,1.41994,3.9513397,-2.7552638
-0.15287112,-2.63106,-1.8838075,-1.7515167,-1.0575122,0.66605014,-1.1551352,2.4064088,-0.8535703,-1.102136,1.7949708,1.5663586,-0.7378298,2.5327818,2.3769772,-0.170989,-0.41727406,-1.0142099,-1.6784263,0.11216095,-1.4657406,-2.4822288,-0.41901284,3.9592304,1.0047578,-0.9391984,-1.6580597,-1.1683056,-2.051711,-1.3012525,2.7441494,2.4250648,0.48930433,2.4818585,-0.77731884,-0.008439068,-1.1743988,-1.2547963,2.5352395,1.8867265,-1.6315806,0.04805736,-2.4081643,-1.1317701,0.4703559,-0.18617181,2.2453187,-1.0227616,2.7993338,0.47125265
-1.8900542,0.6375957,-1.8445529,-1.7854717,-5.0273085,-2.434985,-1.9050717,3.0081682,0.8952982,0.48896068,2.4302855,3.319203,0.3866557,2.6501799,2.8355508,-1.642388,3.4300132,0.23096287,-3.4262915,0.36250907,-0.26676863,-2.3585114,-1.0741569,2.2076297,-2.3796592,1.0011905,-0.11710249,-0.4883546,-4.118454,0.016990155,4.917692,1.9919653,0.93107325,4.4538393,0.40492687,-0.9190922,-0.55803424,0.15332524,2.4899266,2.9942071,-3.215257,1.3157837,-4.080373,-0.3913294,-0.50347656,2.5810013,1.5388912,0.6373103,1.1310135,-1.7433842
-1.1424602,1.4786558,-3.5840437,-3.242674,0.029057434,-0.060179766,-1.3601637,-0.117790595,0.2653661,3.4487693,-0.5687656,0.8633154,1.7525887,0.8807688,-0.56063557,-3.608499,3.9565532,1.4835937,-4.100503,-2.5431695,-1.8128057,-0.741785,-1.8479624,3.6811879,1.3085968,2.5993085,0.7162347,-3.3383806,-0.84984183,-1.2015023,4.5756087,1.5919206,1.870273,-0.9979264,0.93715703,1.7184628,-0.5794136,-0.9731925,-3.0267694,2.4250212,-2.0750067,1.717094,-5.397999,-3.6609454,1.3050799,5.1190166,-0.93371916,-0.8818886,1.6177576,1.6508533
-2.2305155,-1.7323377,-0.57925695,-5.0039997,-0.36843663,0.45766804,-3.0956454,-2.707727,-0.82238024,1.2745229,-1.2535235,0.8556241,2.203338,2.6141188,-0.6110953,-0.5438972,5.233565,2.0273972,-3.6871233,-1.3511633,-2.2758713,1.5128938,-1.8974754,4.1335344,3.4698582,1.6953292,3.7580473,-4.4338703,-1.0733216,-0.5926494,4.9119706,0.66506034,-0.023432778,-0.6001126,1.7584864,2.0570605,0.31264612,-1.4349433,-1.8068585,3.7431827,0.032992076,2.7162497,-4.3919387,-4.504735,0.95095253,5.135114,-0.36908683,-3.2069407,3.123378,0.18462531
-1.8207756,-2.6352503,-1.7334257,-5.4129157,-1.2187809,1.0591091,-3.049572,-3.0782423,-1.5719742,1.553798,-2.2413714,1.0661104,0.7657841,1.7107109,-1.8356413,-1.8298173,3.1805782,2.0357697,-1.3079622,-1.4300995,-0.7170442,1.1222762,-3.286394,3.9329534,3.735439,0.47746807,1.9392061,-3.3698401,-0.2887608,-1.5270138,2.2857103,1.6885232,-3.7563555,-2.2464797,2.6500416,1.1733795,3.695146,-3.1405687,-0.9099001,1.8855946,-0.9837974,3.1761281,-3.607297,-2.308304,-0.18248618,3.6200697,-1.2354008,-3.8117352,4.6788225,2.6765122
-2.5223725,-2.0683115,-2.6170862,-2.5776837,1.0294585,2.7319546,-1.0089661,-2.9756463,-0.9700722,2.6485095,-3.8775682,2.9155827,2.6377816,1.1325632,-1.2736064,-1.1546471,2.3450148,2.6824448,-2.5821207,-1.705037,-1.8358449,1.2618492,-0.67870504,4.016976,2.0629635,0.8648316,0.7577033,-2.5981956,-0.7957911,-1.0076897,2.9811466,2.181227,-1.3238142,-2.8036091,2.2922175,2.9951673,3.2439926,-0.86736417,0.43260407,0.94599915,-1.7959131,3.8541298,-4.0399294,-2.8976295,-0.31227818,2.0252786,0.25599873,-1.9258617,4.7568474,2.9769185
1.378554,-5.309443,0.44545513,-4.317452,-1.6772531,-0.3122319,-2.104099,0.669872,-1.2857542,-1.3486325,-2.338407,-1.1544241,1.5128216,-0.7631975,2.6667998,-2.5943666,3.751294,-1.4345613,-2.4678178,-2.567228,-3.7640033,3.2101355,0.7742987,0.24619873,4.1340556,-1.1116508,1.0412745,-2.9777393,-1.1168969,-0.36924556,6.3562236,2.4221196,-1.9149209,2.2089064,3.0755324,2.1777554,1.1394224,-1.6367034,1.2381474,3.2641392,2.3055317,-2.2118657,-4.377977,-4.712283,2.1287477,3.7502892,1.9638913,-4.4394474,4.4049263,-2.8382652
-2.2869897,2.369363,-0.44979775,-1.465268,-3.6654286,2.3772373,-0.4729514,1.0356729,-0.87413436,0.18975945,4.4309893,2.7827847,1.9594318,-1.4590144,2.960353,-2.1746602,0.13723867,1.288976,-2.730313,-5.4267917,-1.3410184,-0.87070966,-1.5747912,3.4357445,-3.4760392,2.6254313,1.5691279,-0.73315054,-4.778678,-2.5110283,3.4412565,1.0129129,-3.3837218,1.1142347,1.4645818,-1.6682119,3.608807,-1.3547171,2.1939838,0.98147964,-1.312373,3.5219553,-0.7665551,-3.8619413,1.6710238,3.1454217,-0.6987745,-1.1430172,4.6209865,0.4367395
-2.8891506,3.4093473,0.9734365,-2.9595647,-5.1606355,1.7728764,-4.5722637,1.8808868,0.27373374,1.6202543,6.9116755,2.9179974,-4.4035387,0.46200648,7.091423,-4.218167,-1.8293645,0.9290757,-7.030629,-5.4566927,-1.1966482,-0.67516583,-2.990149,3.1757696,-2.2543385,-1.363306,-4.017981,-4.0516925,-4.2326345,-4.8008213,2.2888544,4.923275,2.658921,3.678132,2.8286684,-4.2036047,-3.098762,-0.9754503,3.2720253,2.595736,-0.76685506,3.6850102,-3.7721486,-3.9875998,0.85251987,4.780154,-0.6142029,-1.7111228,3.312914,-1.0542684
-1.2651674,-0.81985015,-0.36121318,-1.7244895,0.26126713,5.7669907,-8.117717,6.9388986,1.1050676,1.2554598,4.1634665,1.9814357,-5.370755,0.28094918,7.0788503,-3.6347947,-2.086171,-3.8371193,-4.0848427,-5.549568,-5.9647865,-2.7816246,-2.1622148,2.3885171,5.8029056,-1.1383815,-5.193627,-3.5943136,4.112748,-4.289979,4.51037,7.364346,2.3080363,4.478985,2.3395467,-2.4450533,-2.987573,-0.49932948,0.5464959,5.0713,-2.7590783,5.1985197,-3.9631975,-2.9494827,-1.3202057,2.9408762,2.6761875,-3.169826,4.4616694,1.7612036
-1.8909191,1.6973467,0.3830064,-2.1043286,-3.8854532,0.8936037,-0.42696103,1.8737838,-2.5208495,0.5973904,2.8514895,1.7299122,1.2145307,-2.6118877,2.3737354,-4.050523,0.053106554,-0.046953395,-3.7390132,-5.1633086,-0.09885684,-0.6440481,-0.77621365,2.6028557,-1.8042343,1.6055222,1.659383,-0.9696572,-3.6688685,-1.1544117,3.5614848,0.37105373,-2.4226215,1.3460041,2.044263,-0.7467614,1.5025028,-0.17786908,2.6074,1.1296457,-0.8081142,2.231002,0.18896782,-3.1904798,0.6916742,2.30085,-0.45470607,-0.50373167,3.7793608,-0.37813342
-1.9997718,4.836072,-2.362575,-3.406199,-6.2245607,-0.08175215,-2.4626324,1.8560575,-1.8664849,3.3965435,3.559056,0.965466,-4.7600975,0.099463925,7.1581335,-0.9479373,-0.82315046,-0.14161925,-4.157665,-3.648053,-0.5315522,-2.2823944,-2.6098158,0.32695317,-4.765239,0.34768626,-0.6285444,-2.2970355,-3.2322142,-0.15876693,3.3281686,2.7651906,-0.3701192,2.3992033,2.1187255,-3.6589172,-1.2403176,-3.0058053,2.457333,3.0387752,4.352106,-0.45444465,-3.8928978,-5.245494,2.4120772,6.2939687,0.3742933,-3.308959,3.715979,-0.6241997
-0.42440635,-0.55978924,-2.9137282,2.8480134,-4.527245,-4.6347985,4.715368,8.338529,-2.706239,0.29542202,-3.9257817,5.892599,0.69325143,-7.7362213,1.3544121,-2.9246078,8.409827,-1.2652899,-7.5162063,-7.0937514,-2.819657,-7.972752,-1.1682153,7.150681,2.0244844,1.222611,0.12771554,0.9760243,-5.883636,1.5874971,7.237826,-1.4673104,-7.0347185,5.334589,7.0875077,-6.476575,-0.65897495,3.7803085,-2.629055,7.8959785,0.97511834,10.554272,0.4608952,-5.371578,-5.455351,4.6919103,-7.06989,3.908105,4.28267,1.2282755
-6.012896,-0.83058673,2.4607918,-3.7301073,-0.9258324,-3.6256247,-1.7150532,5.460984,-5.191046,8.069805,2.0294771,9.999546,5.408181,4.9953923,1.9478824,-0.51950485,1.6309938,4.0514483,-11.636266,-0.88712674,-4.1320434,-8.305281,-7.9407325,7.3270874,-2.1243255,2.5125866,-3.2493994,-9.142455,2.1839423,-2.4086719,-1.4207671,-1.82175,3.3784232,-0.24281006,2.0107977,-3.3918233,-2.8766854,6.0467873,6.016356,5.5484805,-2.5878017,-1.5936325,-0.22997601,-1.7157182,0.30358034,-0.7432174,0.07560261,-6.5868993,0.119554214,-6.370839
0.57738626,-0.6000034,-4.6544304,-9.825441,-2.139132,-0.32456732,-0.50294036,3.7972329,-0.35285208,2.1835456,8.581988,1.7912204,-2.213868,5.1749673,-6.8241534,-5.6870666,5.761097,3.3485641,-9.306184,4.0747337,2.1444454,-4.4564104,-5.1589675,7.34525,0.40714258,-3.1706264,-1.9561316,-2.8031204,-4.6607842,5.662828,10.752402,-1.3403729,-1.0584283,1.9147549,1.9636893,-0.04628745,-2.3328705,6.308614,0.63765275,11.336819,-11.324229,1.8157233,-11.705602,4.557972,-2.3734095,6.545359,3.6731,-1.9282346,2.010122,-6.4075723
-0.66604656,0.68247414,-1.6832945,-2.666882,1.4175245,0.8639464,-0.71906614,2.732769,-3.9419103,2.38321,3.4466496,1.7937582,0.37845358,-0.3696079,-2.9799583,0.96506035,0.75267214,3.272803,-2.1639864,-2.1423562,-3.3063722,-0.9326066,-2.7266536,-1.0319359,-0.82203734,2.1512861,-0.3325304,0.44176888,1.1460564,3.5618722,4.4629235,0.16263115,-1.2628392,0.067012966,1.1641729,-0.3812161,2.380442,0.060976855,3.2197888,2.4195068,-2.04083,2.293396,-2.6251967,-1.9978715,1.3817685,1.687538,1.1106763,-1.6107507,4.407321,2.0047143
-1.7430727,1.1390814,0.31496474,-1.2612754,-1.5394568,-1.5370156,1.2258676,-0.13590334,-2.3441043,-0.041847672,0.5265709,1.4787201,1.4598949,1.8604105,-0.26909387,-2.5401902,1.6179717,1.0202609,-4.74399,-1.0488845,-0.31716818,-0.760694,-1.9463959,3.4775994,0.13171498,0.54291004,-0.49123594,-1.2572694,-3.0214174,-2.1806467,4.088518,3.7578187,-2.7772317,-0.48322228,1.0027875,0.072059885,0.3384907,-1.365655,-0.017725166,0.24869461,-1.3301395,0.5512585,2.0995078,-2.4732938,2.2640283,1.3067373,-0.3721525,-0.34730488,1.3895173,0.7893342
-1.264136,0.5230077,-0.8682673,-1.6649457,-2.3295279,2.594215,-3.2335875,2.450743,0.8920596,1.0405692,3.7089884,0.74418944,-2.934058,0.3056525,3.152353,-0.9701253,-0.9721888,-0.4839271,-1.3642707,-2.6014695,-1.0045087,-0.7251058,-1.1964067,1.529638,0.7369297,-1.3253853,-1.9351432,-2.0292733,-0.46540934,-1.5541718,2.4581487,3.871114,-0.2526921,2.6038747,1.0905379,-2.1368136,-1.3174412,-1.650646,0.9864648,1.8512222,-0.97768074,2.4913301,-2.5448935,-1.9669976,-0.70310724,2.239856,0.37598494,-1.751988,2.9463556,1.5311525
0.50430804,-2.8571403,-1.7688769,-4.4624248,-2.5836039,-1.2522532,-1.2643228,0.90867305,-5.568526,2.0548322,-0.6502122,1.7022321,-1.0645704,0.9085705,0.46818528,-4.2501535,3.0787938,-1.0057305,-3.4306903,-3.2944427,-0.22602853,-1.5226873,-2.038239,0.7154961,1.6294638,2.9434116,-2.352939,0.36008176,0.30109146,1.0056983,1.1076922,2.3999107,-0.66172653,1.0144354,-0.13616008,5.0566835,1.0115505,-1.2475637,4.381519,1.6245275,0.8945963,0.34641853,-0.7636654,-0.91378474,-0.46912146,1.4909779,-0.9185365,-0.95221186,2.4380991,-0.35337976
0.93301195,-5.250718,-2.1345167,-4.938709,-3.4098592,-0.41790867,-0.7274972,2.1238241,-5.1160464,2.1349103,-0.50831467,2.345723,-1.7308825,-1.9413207,-0.6308643,-5.5148544,3.0180624,-3.1059604,-2.0086677,-2.6140468,1.8191769,-0.6496184,-0.7079122,0.80008006,0.48966634,0.33535877,-1.8686062,-0.788774,-0.95173705,1.7028406,1.3907561,2.3517485,-3.1947925,-0.43320608,-1.4989824,4.234236,-2.9429622,-2.994835,3.1422584,2.9159377,1.7680051,0.11423299,-2.7522075,-0.17076318,-1.3073876,2.6383073,-1.2820652,-0.88002354,3.6337042,-1.7307185
1.6234063,-6.377497,-2.2122374,-3.9630985,-4.15072,-1.0424167,-0.3331967,1.9395592,-5.7538304,2.040524,0.04043629,2.8789155,-2.753688,-0.26272187,1.034536,-5.191939,1.352029,-3.49139,-4.8079267,-5.3560734,1.7662464,-1.7752824,-0.7590048,2.577728,0.7962036,2.090982,-1.8357043,-0.03676827,-1.0695664,1.4467789,0.44683966,2.8164678,-0.32420295,1.0615188,-0.095311016,6.217078,-0.28307515,-1.2488073,5.0517826,3.186,1.4022484,1.9626805,-3.455087,-1.1975228,-2.1457994,2.1180854,-2.0367906,-0.7603539,3.2066398,-1.3524895
0.17583312,-4.9223237,-1.110587,-2.4802926,-2.4935184,-0.7748016,-0.5023976,4.8820224,-3.9395933,3.4520762,-1.2319368,1.8693254,1.6896015,-2.5246449,0.24430946,-2.79473,1.38258,-3.1944535,-2.8406436,-1.6679949,-0.019079085,-2.8682773,-0.1909944,1.4758122,1.1626769,0.8483954,-0.099465944,-5.2943773,-0.44352475,0.37887597,0.6012761,2.2066607,-2.9883034,1.1944087,-0.4648792,1.8196114,-4.1174474,-4.3456945,4.684829,2.3494875,3.3045743,-0.49070492,-0.39542544,-2.1987877,-1.5156244,0.26858607,-0.8245768,-1.3716698,4.2496176,-3.322743
1.1910384,-4.630711,-2.003289,-2.8403711,-2.1832254,-0.16077104,-0.8753708,3.4112048,-3.9713924,2.8848598,-1.4335023,1.8873568,0.7603566,-2.4329393,-0.8451268,-3.3366985,2.3187115,-3.2137308,-1.224608,-2.0463247,0.059724066,-2.1776783,-0.41495925,0.41952273,2.1961257,1.0966405,-0.7386063,-3.2398717,-0.11184117,1.7885982,1.3881898,1.9130572,-3.422176,1.2080449,-0.62408864,2.9781578,-2.6038194,-2.9804392,4.319251,2.6229997,1.9196694,0.5176321,-1.917809,-1.3378516,-1.8297179,1.0446349,-0.58217025,-0.63794315,4.035747,-2.260234
